Supplier_ID,Country,Product_Type,Units_Produced,Material_Type,Reported_Emissions_kgCO2e,Emission_Factor,Source,Data_Confidence,ThirdParty_Estimate,Report_Month,Green_Certified,Prior_Violations,Audit_Score
SUP1249,Vietnam,Chipset,74233,Plastic,180477.6,2.0,Internal,Medium,214003.8,2022-07,0,0,53
SUP1250,India,Battery,26398,Glass,44801.0,1.73,Internal,Medium,37702.4,2023-09,1,0,96
SUP1251,India,Frame,83722,Lithium,93342.7,1.37,3rdParty,Medium,93085.3,2023-09,1,0,73
SUP1252,China,Camera,3591,Silicon,3575.9,1.48,Hybrid,Low,5114.0,2022-07,0,1,91
SUP1253,China,Chipset,91063,Glass,94477.9,1.74,3rdParty,Medium,114062.5,2023-04,0,0,89
SUP1254,Vietnam,Screen,42605,Lithium,89856.4,2.04,3rdParty,Medium,71300.0,2022-11,0,0,68
SUP1255,India,Frame,9328,Aluminium,20767.5,1.79,Hybrid,Medium,17480.1,2023-06,0,0,50
SUP1256,USA,Camera,13207,Silicon,36756.3,2.59,Internal,High,39407.6,2022-05,1,0,98
SUP1257,Vietnam,Battery,37413,Aluminium,98792.8,3.07,Internal,Medium,153432.3,2024-02,0,0,77
SUP1258,China,Battery,34272,Aluminium,67542.9,1.96,3rdParty,Medium,54871.5,2023-03,0,0,79
SUP1259,China,Screen,44442,Plastic,29217.5,0.7,Internal,Medium,36212.0,2023-03,0,0,94
SUP1260,USA,Screen,7476,Silicon,23559.4,3.47,Hybrid,Medium,26546.1,2022-04,0,0,80
SUP1261,Germany,Frame,65925,Glass,180340.8,2.99,Hybrid,Low,231829.7,2023-12,0,0,57
SUP1262,China,Screen,35660,Silicon,68631.5,1.55,Internal,Medium,51646.6,2022-06,1,1,72
SUP1263,Germany,Camera,82471,Plastic,384952.2,3.17,3rdParty,Medium,367592.8,2023-01,1,0,89
SUP1264,Germany,Battery,65551,Silicon,79178.5,1.14,Internal,Medium,58829.1,2023-06,0,0,67
SUP1265,China,Battery,54442,Glass,108404.1,2.41,Internal,Medium,108052.1,2023-01,0,0,59
SUP1266,Vietnam,Chipset,25031,Lithium,70568.2,2.82,3rdParty,High,63557.3,2023-09,1,0,95
SUP1267,USA,Battery,3103,Glass,5033.5,2.04,Internal,Low,7148.5,2022-02,1,0,87
SUP1268,Germany,Chipset,76403,Glass,309096.0,3.3,Hybrid,High,266615.6,2023-01,0,0,70
SUP1269,Germany,Frame,15334,Lithium,40455.7,2.46,Hybrid,Low,46837.8,2022-11,0,1,54
SUP1270,Vietnam,Camera,97393,Glass,237794.4,2.24,Hybrid,Low,187219.6,2022-11,1,0,54
SUP1271,Germany,Camera,23164,Lithium,42541.4,1.98,3rdParty,Medium,53073.0,2022-11,1,0,76
SUP1272,USA,Frame,92051,Silicon,62335.3,0.66,Internal,Medium,63010.5,2022-04,0,0,71
SUP1273,USA,Battery,60821,Plastic,33982.6,0.56,Hybrid,Medium,39897.4,2022-08,1,1,52
SUP1274,India,Screen,6213,Silicon,5379.8,0.96,Hybrid,High,5128.0,2022-08,0,0,66
SUP1275,India,Chipset,40350,Glass,53719.9,1.13,Hybrid,High,41188.9,2023-07,0,1,96
SUP1276,China,Camera,70341,Lithium,70259.2,1.54,Internal,High,99122.2,2022-11,1,0,83
SUP1277,Germany,Chipset,70681,Plastic,62196.1,0.72,Internal,Medium,25855.0,2022-08,0,0,72
SUP1278,Germany,Camera,56863,Lithium,117109.5,2.98,3rdParty,High,170236.5,2022-06,1,0,73
SUP1279,Germany,Chipset,86103,Lithium,191739.3,1.96,Hybrid,Medium,161748.9,2023-11,0,0,58
SUP1280,Vietnam,Battery,34455,Plastic,95283.8,2.5,Hybrid,Medium,97401.1,2022-09,1,0,70
SUP1281,USA,Camera,15031,Aluminium,28517.7,1.98,Hybrid,High,23726.4,2023-04,0,0,53
SUP1282,Germany,Battery,36303,Silicon,138886.1,3.17,3rdParty,Medium,117754.5,2022-04,1,1,62
SUP1283,Germany,Chipset,82972,Glass,120357.4,1.16,3rdParty,Medium,103158.2,2022-06,1,0,55
SUP1284,Germany,Screen,87402,Glass,172745.4,1.51,Hybrid,High,207679.8,2023-01,0,0,98
SUP1285,India,Chipset,93876,Aluminium,75943.9,0.96,Internal,High,97626.8,2022-08,1,0,95
SUP1286,Germany,Screen,67670,Glass,204914.3,2.27,3rdParty,Low,169560.5,2023-06,0,0,62
SUP1287,Germany,Camera,65093,Silicon,39535.4,0.64,Hybrid,Low,54696.7,2022-10,1,0,79
SUP1288,China,Battery,32027,Aluminium,78004.6,3.02,Hybrid,High,85771.0,2022-01,0,0,60
SUP1289,Germany,Battery,76476,Silicon,203379.2,3.01,3rdParty,High,236162.4,2023-07,0,0,84
SUP1290,Germany,Frame,24383,Aluminium,51465.3,1.5,3rdParty,Medium,32013.0,2022-05,1,0,75
SUP1291,China,Frame,78475,Plastic,165683.5,1.87,Hybrid,Medium,215051.3,2023-07,0,0,89
SUP1292,Germany,Chipset,5992,Plastic,7224.8,1.53,3rdParty,Medium,6823.9,2022-02,0,0,91
SUP1293,China,Screen,99239,Plastic,95017.7,1.03,Hybrid,High,97968.0,2023-03,0,1,93
SUP1294,USA,Screen,99262,Plastic,335538.8,3.19,Internal,Medium,240039.4,2022-03,0,0,98
SUP1295,India,Camera,7589,Silicon,17163.7,2.09,3rdParty,High,10913.5,2023-03,0,0,54
SUP1296,China,Frame,57683,Lithium,158781.0,2.24,Internal,High,196524.0,2022-11,1,0,94
SUP1297,Vietnam,Camera,21922,Silicon,41297.0,2.26,3rdParty,Medium,37634.2,2023-07,0,0,61
SUP1298,USA,Camera,51042,Silicon,68105.9,1.24,Hybrid,High,63683.4,2022-12,0,0,86
SUP1299,China,Battery,30432,Plastic,49031.8,1.58,3rdParty,Low,50056.4,2023-04,0,0,66
SUP1300,USA,Camera,9848,Aluminium,17742.6,1.58,Hybrid,Low,14815.0,2023-01,0,0,84
SUP1301,India,Camera,14269,Plastic,32710.6,2.55,Internal,Medium,35663.1,2022-06,0,0,67
SUP1302,India,Battery,6368,Silicon,5694.1,1.17,Hybrid,Medium,9056.4,2023-04,0,0,66
SUP1303,Germany,Screen,38952,Glass,86884.6,1.56,3rdParty,High,57129.2,2023-03,0,0,65
SUP1304,India,Chipset,92419,Silicon,213772.5,2.63,Hybrid,Low,278364.6,2023-07,0,0,65
SUP1305,Germany,Screen,28877,Plastic,16021.5,0.63,3rdParty,Low,21953.8,2023-01,0,0,95
SUP1306,India,Chipset,4164,Plastic,9354.7,3.03,Hybrid,Medium,17679.3,2022-10,0,1,53
SUP1307,India,Battery,34576,Glass,50703.2,1.54,3rdParty,High,48968.9,2023-10,1,0,91
SUP1308,Germany,Battery,57635,Lithium,139689.7,2.48,Hybrid,Medium,98236.4,2023-11,0,0,94
SUP1309,China,Screen,67253,Plastic,46603.9,0.75,Internal,High,50929.9,2022-03,0,0,84
SUP1310,Germany,Frame,51772,Silicon,133559.5,3.34,Internal,Medium,124240.8,2023-10,0,0,67
SUP1311,Germany,Camera,74914,Plastic,202651.5,3.34,Hybrid,High,273360.2,2022-12,0,0,51
SUP1312,USA,Frame,5686,Lithium,11303.0,1.78,Internal,High,9064.3,2024-02,0,0,78
SUP1313,India,Camera,94846,Plastic,231296.8,2.49,Internal,Medium,242139.6,2022-04,0,0,62
SUP1314,USA,Camera,54311,Silicon,144611.9,2.78,3rdParty,High,124457.5,2023-06,0,0,94
SUP1315,Germany,Screen,65140,Glass,147138.0,2.42,Hybrid,High,127543.4,2022-07,0,0,96
SUP1316,China,Chipset,84231,Lithium,66035.0,0.82,Internal,Low,58270.5,2023-01,1,0,56
SUP1317,India,Frame,78986,Aluminium,151831.7,2.02,3rdParty,Medium,208802.9,2023-12,0,1,95
SUP1318,Vietnam,Frame,32831,Aluminium,26075.8,0.89,Internal,Low,19887.7,2022-01,0,0,56
SUP1319,USA,Screen,99071,Lithium,92542.0,0.81,Hybrid,Medium,88888.2,2023-05,1,0,51
SUP1320,India,Chipset,57997,Lithium,147645.7,2.81,Internal,Medium,196484.3,2023-03,0,0,71
SUP1321,China,Chipset,60754,Glass,136329.8,2.7,3rdParty,Medium,82194.1,2022-09,0,0,81
SUP1322,China,Screen,23191,Lithium,56364.4,1.95,3rdParty,Medium,47769.2,2023-02,0,0,86
SUP1323,India,Chipset,68708,Silicon,59204.9,0.71,3rdParty,Low,48334.7,2024-02,0,0,85
SUP1324,Vietnam,Chipset,8189,Silicon,32303.2,3.2,Hybrid,High,29928.1,2023-01,0,0,53
SUP1325,Vietnam,Frame,72117,Lithium,118319.9,1.47,Hybrid,High,149349.9,2023-03,0,0,96
SUP1326,India,Screen,44116,Glass,90967.0,1.71,Hybrid,High,67044.6,2023-11,1,1,69
SUP1327,Germany,Camera,49924,Aluminium,85959.7,1.65,Internal,Medium,68362.2,2023-11,0,0,73
SUP1328,Germany,Camera,15389,Plastic,12239.9,0.7,Internal,Medium,10117.5,2023-08,0,0,82
SUP1329,Germany,Chipset,93868,Glass,49320.7,0.86,Hybrid,Low,70699.5,2023-10,1,0,92
SUP1330,Vietnam,Camera,53664,Lithium,114160.9,1.83,3rdParty,Medium,102047.6,2023-07,0,0,77
SUP1331,China,Chipset,64927,Glass,189419.6,3.0,Hybrid,High,206880.7,2024-02,0,1,83
SUP1332,Germany,Frame,43431,Lithium,69224.0,1.42,3rdParty,Low,71442.1,2022-07,0,0,74
SUP1333,India,Screen,2893,Lithium,4869.4,1.58,Internal,Low,4998.5,2023-10,0,0,60
SUP1334,China,Screen,77298,Lithium,229468.0,3.3,3rdParty,Low,262550.8,2023-07,0,0,84
SUP1335,India,Battery,61354,Lithium,76824.1,1.7,Hybrid,Medium,76613.3,2023-10,0,0,72
SUP1336,China,Screen,98557,Aluminium,269673.3,3.36,3rdParty,Low,423938.1,2022-01,0,0,83
SUP1337,India,Battery,18027,Glass,48766.2,2.59,Internal,High,52246.4,2022-04,0,0,76
SUP1338,China,Screen,1507,Silicon,1134.2,0.93,3rdParty,Medium,1163.1,2022-07,0,0,71
SUP1339,Germany,Screen,72947,Lithium,217687.5,2.85,Internal,Medium,207305.4,2024-02,1,0,55
SUP1340,India,Frame,75852,Plastic,185353.1,2.24,3rdParty,Medium,220823.3,2022-07,1,0,78
SUP1341,China,Frame,35493,Silicon,51906.5,1.82,3rdParty,High,83651.6,2022-07,1,0,86
SUP1342,USA,Battery,64851,Glass,58514.7,1.09,3rdParty,High,61293.7,2022-06,0,0,70
SUP1343,Germany,Chipset,79002,Aluminium,174616.0,2.21,Hybrid,High,160298.9,2022-07,0,0,96
SUP1344,Germany,Frame,63217,Lithium,78617.7,1.23,3rdParty,High,60353.7,2022-04,0,0,57
SUP1345,Vietnam,Frame,53719,Aluminium,126514.6,2.17,Internal,Medium,90316.9,2022-10,1,0,98
SUP1346,China,Screen,98624,Aluminium,358868.5,2.89,Internal,High,375371.1,2023-01,0,0,77
SUP1347,Germany,Frame,47751,Aluminium,92777.6,1.75,Hybrid,Medium,100528.5,2023-01,0,0,67
SUP1348,USA,Screen,86961,Silicon,122702.1,1.93,3rdParty,Medium,168131.8,2023-12,0,0,71
SUP1349,Germany,Screen,56371,Lithium,113008.4,1.76,Hybrid,High,101176.3,2023-05,1,1,84
SUP1350,Vietnam,Chipset,23837,Lithium,51961.1,2.53,Hybrid,Medium,69119.9,2023-01,0,0,82
SUP1351,Vietnam,Battery,97870,Glass,210466.9,2.21,Hybrid,Medium,159977.7,2023-06,0,0,76
SUP1352,China,Camera,35924,Aluminium,135361.2,2.89,Internal,Low,86286.8,2023-05,0,0,99
SUP1353,China,Frame,52448,Silicon,142460.4,2.7,Hybrid,High,130939.9,2022-03,0,0,98
SUP1354,India,Camera,40255,Silicon,49507.4,1.26,3rdParty,Low,34632.9,2022-02,0,0,74
SUP1355,Germany,Battery,43624,Plastic,39646.5,1.04,Hybrid,Medium,39516.8,2024-01,0,0,55
SUP1356,China,Frame,85518,Plastic,319540.8,2.82,Internal,Medium,174553.9,2024-02,1,0,84
SUP1357,China,Chipset,63532,Silicon,189898.9,2.19,Internal,High,196352.5,2023-01,1,0,57
SUP1358,Germany,Battery,60658,Glass,134093.9,3.21,Hybrid,Medium,223552.5,2022-07,0,0,75
SUP1359,Germany,Camera,87006,Aluminium,79562.9,0.96,Internal,Medium,82046.4,2023-01,0,0,55
SUP1360,Germany,Screen,45130,Plastic,43894.4,1.12,Internal,Medium,64939.9,2024-01,0,0,63
SUP1361,China,Frame,32186,Aluminium,18996.8,0.69,3rdParty,Medium,22153.4,2023-08,0,0,94
SUP1362,Vietnam,Frame,82417,Plastic,117909.5,1.32,Hybrid,Medium,107304.8,2023-07,0,0,60
SUP1363,Vietnam,Frame,22045,Glass,60872.9,2.94,Hybrid,Low,66412.3,2023-01,1,0,53
SUP1364,Germany,Frame,62826,Silicon,51627.6,0.66,Internal,Low,37771.2,2022-10,0,0,85
SUP1365,Vietnam,Battery,55970,Aluminium,122878.8,1.88,Hybrid,High,125058.2,2023-08,0,0,80
SUP1366,China,Chipset,48766,Plastic,86861.1,1.72,Hybrid,Medium,61077.2,2023-01,0,0,81
SUP1367,Vietnam,Chipset,30424,Silicon,88373.1,3.43,Internal,High,82991.8,2023-06,0,1,80
SUP1368,Vietnam,Battery,22029,Glass,25757.5,1.25,Internal,Medium,19388.9,2023-10,0,0,98
SUP1369,Germany,Battery,63287,Plastic,49019.0,0.64,3rdParty,Medium,52733.1,2022-07,1,0,65
SUP1370,Germany,Battery,94348,Aluminium,166241.1,1.76,Internal,Medium,164104.6,2022-04,0,0,92
SUP1371,Germany,Battery,11345,Aluminium,35352.2,2.75,Internal,Medium,26553.5,2023-06,0,0,92
SUP1372,Vietnam,Screen,47032,Plastic,149342.3,3.1,3rdParty,High,159495.4,2022-01,1,0,99
SUP1373,Germany,Camera,53116,Plastic,89854.6,1.54,Hybrid,High,72672.3,2022-01,1,0,96
SUP1374,Germany,Battery,42910,Lithium,78294.3,1.75,Internal,Medium,81740.0,2022-01,1,0,66
SUP1375,China,Frame,82463,Glass,167393.4,1.48,Hybrid,Low,128729.1,2022-08,0,0,85
SUP1376,USA,Frame,33016,Aluminium,100110.6,2.91,Internal,Medium,116981.8,2023-02,0,0,51
SUP1377,USA,Screen,25700,Aluminium,56790.8,2.01,Internal,High,60095.8,2023-09,0,0,55
SUP1378,Vietnam,Battery,71934,Plastic,102705.3,1.13,3rdParty,High,89211.4,2023-11,0,0,78
SUP1379,USA,Frame,60470,Glass,91363.8,1.08,Hybrid,Low,85069.8,2023-02,0,1,59
SUP1380,USA,Screen,96971,Silicon,147684.6,1.65,Internal,Medium,131245.7,2023-05,0,0,51
SUP1381,India,Screen,73902,Silicon,84584.7,1.53,3rdParty,Medium,124761.3,2023-04,0,0,94
SUP1382,China,Battery,5823,Silicon,13885.7,3.05,Internal,High,13573.3,2023-04,0,0,70
SUP1383,Vietnam,Screen,79518,Silicon,150467.1,2.16,Internal,Medium,196110.1,2023-05,0,0,80
SUP1384,India,Screen,55675,Glass,25760.2,0.66,3rdParty,Low,39712.1,2024-01,0,0,98
SUP1385,USA,Camera,64456,Plastic,122706.0,2.16,Hybrid,Medium,87686.1,2023-05,1,0,85
SUP1386,Vietnam,Chipset,57207,Silicon,149465.2,2.73,Internal,Medium,145628.9,2022-06,0,0,90
SUP1387,Germany,Screen,46254,Aluminium,92512.8,2.75,Internal,Medium,117156.3,2022-02,0,0,61
SUP1388,USA,Chipset,88968,Silicon,276242.9,2.35,3rdParty,High,104788.4,2023-11,0,0,97
SUP1389,India,Screen,32315,Lithium,110838.4,2.68,3rdParty,Low,102160.5,2023-02,0,0,95
SUP1390,Vietnam,Chipset,4089,Lithium,12058.0,3.03,Hybrid,Medium,10956.4,2023-09,0,0,54
SUP1391,Germany,Frame,13665,Silicon,41133.2,2.62,Internal,High,34518.0,2024-02,0,0,60
SUP1392,USA,Camera,9738,Plastic,27397.4,3.29,Hybrid,Medium,24670.7,2022-07,0,0,91
SUP1393,Vietnam,Battery,4203,Plastic,10591.0,2.68,3rdParty,High,10729.9,2023-07,0,0,61
SUP1394,China,Screen,3567,Plastic,4657.0,1.5,Internal,Medium,4115.2,2023-02,1,0,71
SUP1395,Vietnam,Chipset,76057,Lithium,180367.9,3.27,3rdParty,Low,262800.0,2022-12,0,1,55
SUP1396,China,Frame,9433,Glass,7691.2,0.76,Internal,Medium,5218.6,2023-12,1,0,61
SUP1397,USA,Frame,55857,Aluminium,169207.1,2.81,Hybrid,Medium,143840.9,2024-01,0,0,78
SUP1398,China,Camera,23785,Plastic,17253.4,0.8,3rdParty,Medium,20337.3,2023-12,0,1,59
SUP1399,India,Battery,53409,Plastic,223876.8,3.1,3rdParty,Medium,209547.0,2022-05,0,0,65
SUP1400,China,Chipset,87807,Plastic,63678.6,0.67,Internal,Medium,75828.7,2022-03,1,0,61
SUP1401,USA,Frame,5763,Plastic,10195.1,1.63,Internal,Medium,11879.9,2024-02,0,0,89
SUP1402,India,Battery,60935,Silicon,118823.7,2.11,Hybrid,High,111459.3,2022-07,1,0,64
SUP1403,India,Camera,61101,Aluminium,64070.4,1.13,Hybrid,Medium,62880.1,2023-04,0,0,88
SUP1404,Vietnam,Frame,57463,Silicon,220303.2,3.46,Internal,High,144213.2,2022-12,0,0,77
SUP1405,Germany,Camera,28105,Plastic,72099.9,2.75,3rdParty,High,76209.3,2022-06,0,0,90
SUP1406,Vietnam,Frame,47762,Aluminium,39949.7,1.21,3rdParty,Low,44976.7,2023-06,0,0,72
SUP1407,India,Screen,92555,Silicon,151181.1,1.8,Hybrid,Medium,163092.6,2024-01,0,0,53
SUP1408,Vietnam,Battery,57574,Silicon,71516.0,1.23,Internal,High,62630.1,2024-02,0,1,73
SUP1409,Germany,Screen,41870,Plastic,75140.8,2.29,Internal,High,117725.4,2022-04,0,0,73
SUP1410,Germany,Frame,98889,Aluminium,313553.5,2.65,3rdParty,Medium,289350.7,2022-04,1,0,99
SUP1411,China,Screen,39523,Aluminium,34714.4,0.83,3rdParty,Medium,39489.9,2023-03,1,0,70
SUP1412,China,Screen,27660,Silicon,63635.9,2.45,Hybrid,Medium,81904.6,2022-07,0,0,83
SUP1413,USA,Camera,5150,Plastic,9172.9,1.87,3rdParty,Medium,9450.7,2022-06,0,0,70
SUP1414,China,Chipset,83800,Silicon,245504.0,2.8,3rdParty,High,160086.1,2023-02,0,0,92
SUP1415,China,Chipset,82515,Plastic,162833.9,2.03,Hybrid,Medium,164216.3,2023-04,1,0,69
SUP1416,China,Chipset,97887,Silicon,168905.7,2.24,Internal,Medium,202026.9,2024-01,0,0,69
SUP1417,India,Chipset,97364,Plastic,144085.6,1.41,Hybrid,Medium,80831.2,2022-02,1,0,91
SUP1418,USA,Frame,16123,Aluminium,6338.7,0.54,Hybrid,Low,10248.0,2023-10,0,0,85
SUP1419,Vietnam,Chipset,39885,Aluminium,183207.6,3.06,Internal,High,131995.1,2023-12,0,0,68
SUP1420,India,Screen,9720,Glass,6817.4,1.01,Internal,Medium,10660.0,2023-07,0,0,70
SUP1421,China,Camera,73320,Plastic,51122.8,1.28,3rdParty,High,101305.5,2023-06,0,1,67
SUP1422,India,Screen,17198,Lithium,8976.2,0.78,Hybrid,Medium,9590.0,2023-06,0,0,53
SUP1423,India,Battery,20867,Lithium,19808.2,0.98,Internal,High,18279.6,2022-04,1,0,56
SUP1424,China,Chipset,15953,Silicon,48899.8,2.63,Internal,High,69719.8,2022-09,1,0,88
SUP1425,USA,Screen,53709,Silicon,162779.2,2.72,3rdParty,Low,138224.8,2022-05,0,0,71
SUP1426,USA,Frame,14890,Silicon,14150.6,1.1,Hybrid,Medium,14482.0,2023-08,0,0,59
SUP1427,China,Frame,46772,Glass,34204.0,0.92,Internal,High,25228.1,2023-10,0,0,74
SUP1428,Vietnam,Chipset,91925,Silicon,150667.9,1.58,Internal,Medium,132847.4,2022-02,0,0,75
SUP1429,Germany,Frame,9418,Lithium,19086.8,1.84,Hybrid,High,20418.8,2024-01,0,0,59
SUP1430,China,Battery,4407,Silicon,1693.4,0.51,3rdParty,Medium,1910.4,2022-02,0,0,94
SUP1431,Vietnam,Screen,4880,Lithium,7284.6,1.47,Hybrid,High,5035.5,2023-01,1,0,76
SUP1432,USA,Chipset,57920,Lithium,41619.8,0.62,Internal,High,48365.0,2022-06,0,1,80
SUP1433,USA,Screen,16994,Lithium,29687.2,2.89,Hybrid,Low,64900.0,2023-09,0,0,76
SUP1434,USA,Camera,58241,Plastic,154038.5,3.2,Hybrid,Medium,197426.5,2023-10,0,0,53
SUP1435,Germany,Camera,36187,Glass,16667.7,0.57,Internal,Medium,17048.5,2022-06,1,0,60
SUP1436,USA,Frame,15016,Glass,30541.6,2.12,Hybrid,Medium,38113.9,2023-06,0,0,59
SUP1437,Vietnam,Battery,64745,Plastic,146430.1,1.91,3rdParty,Low,159467.5,2023-03,1,0,59
SUP1438,Vietnam,Screen,72356,Silicon,184719.6,2.49,Hybrid,High,137589.7,2023-04,0,1,80
SUP1439,Vietnam,Frame,17532,Plastic,38843.1,2.51,Hybrid,High,48252.1,2024-01,1,0,56
SUP1440,Vietnam,Frame,30685,Silicon,60927.7,2.78,3rdParty,Medium,56701.1,2023-10,0,0,86
SUP1441,China,Camera,50999,Lithium,31334.3,0.83,Hybrid,High,45668.0,2024-02,0,0,77
SUP1442,India,Camera,73233,Plastic,131721.1,1.56,Internal,High,126618.7,2022-03,0,0,51
SUP1443,USA,Screen,79929,Plastic,60948.1,0.67,Internal,High,60632.2,2022-01,0,1,90
SUP1444,Germany,Frame,71871,Lithium,44350.4,0.64,Hybrid,Medium,38444.9,2023-10,1,0,83
SUP1445,Germany,Battery,25398,Plastic,22929.6,1.43,3rdParty,High,25873.9,2022-02,0,0,72
SUP1446,Germany,Frame,86707,Aluminium,252986.2,3.19,Internal,Medium,281905.4,2023-12,0,0,85
SUP1447,China,Battery,59959,Plastic,124825.1,2.04,Hybrid,Medium,104525.2,2022-05,0,0,85
SUP1448,India,Camera,74169,Plastic,50990.1,0.87,Hybrid,High,53379.5,2023-02,0,0,97
SUP1449,Germany,Battery,22602,Plastic,56340.5,2.56,Hybrid,High,44230.2,2022-05,1,0,78
SUP1450,India,Frame,29036,Aluminium,24533.0,0.8,3rdParty,High,22449.9,2024-01,0,0,74
SUP1451,USA,Camera,81206,Silicon,120801.7,1.4,Hybrid,High,137118.6,2023-02,1,1,91
SUP1452,Vietnam,Screen,80569,Plastic,85865.3,1.31,Internal,High,102670.6,2022-02,1,0,80
SUP1453,Vietnam,Battery,10247,Aluminium,13839.8,1.4,Hybrid,High,13015.2,2022-09,0,1,95
SUP1454,India,Battery,45722,Silicon,187623.3,3.22,Internal,Low,143142.0,2024-02,0,0,92
SUP1455,China,Screen,16332,Glass,73737.0,3.49,Internal,Medium,60024.8,2024-02,1,0,85
SUP1456,USA,Frame,60238,Plastic,87872.0,1.75,3rdParty,High,80577.4,2022-09,0,0,68
SUP1457,Vietnam,Frame,7862,Glass,4684.3,0.53,3rdParty,Medium,4357.7,2023-06,0,0,90
SUP1458,China,Frame,79052,Glass,105737.4,1.31,3rdParty,Medium,93023.3,2022-05,0,0,64
SUP1459,Vietnam,Chipset,77448,Glass,99693.2,1.84,3rdParty,Low,125821.0,2023-01,1,0,50
SUP1460,China,Screen,35160,Plastic,85966.7,1.85,Hybrid,High,49918.4,2024-02,1,0,55
SUP1461,USA,Chipset,59466,Glass,46415.8,0.89,Internal,Medium,50128.9,2022-10,1,0,64
SUP1462,India,Screen,40832,Silicon,128804.6,3.3,Internal,Medium,120397.7,2023-06,1,0,54
SUP1463,Germany,Frame,33888,Lithium,121424.7,2.83,3rdParty,High,138026.0,2022-09,0,0,97
SUP1464,Germany,Chipset,95346,Plastic,85784.1,1.14,Hybrid,Medium,71157.0,2023-05,1,0,51
SUP1465,USA,Frame,41167,Plastic,160553.5,3.44,Internal,High,156093.8,2023-10,0,0,72
SUP1466,Vietnam,Battery,30504,Silicon,77133.9,3.03,3rdParty,Low,115526.5,2022-12,1,0,95
SUP1467,Vietnam,Battery,84028,Glass,68905.3,1.05,Hybrid,Medium,119194.0,2023-02,0,1,80
SUP1468,Germany,Battery,30825,Aluminium,15448.2,0.54,Internal,Medium,18129.0,2022-06,0,0,81
SUP1469,USA,Battery,88362,Aluminium,174078.7,2.11,Internal,High,200513.3,2022-03,0,0,71
SUP1470,Vietnam,Battery,56982,Glass,152156.6,2.37,3rdParty,High,202592.6,2023-01,1,1,95
SUP1471,India,Battery,89534,Plastic,256236.0,2.37,Internal,Medium,191910.6,2023-10,0,0,67
SUP1472,China,Screen,80622,Lithium,152332.7,2.28,Hybrid,Low,198041.5,2023-03,0,0,66
SUP1473,China,Frame,99256,Plastic,222849.7,2.11,Hybrid,Medium,179244.3,2023-06,0,0,88
SUP1474,USA,Battery,75656,Silicon,292985.4,2.68,Internal,High,232136.5,2023-04,0,0,98
SUP1475,Germany,Screen,76791,Lithium,88602.0,1.4,Internal,High,134036.9,2022-06,0,0,51
SUP1476,China,Chipset,5532,Silicon,5387.1,1.21,Internal,Medium,5588.8,2023-03,0,0,56
SUP1477,USA,Frame,85585,Aluminium,164890.8,2.06,Internal,Medium,165626.0,2024-01,0,0,95
SUP1478,USA,Camera,27393,Aluminium,66789.1,2.48,Hybrid,High,66025.0,2023-03,0,0,64
SUP1479,Vietnam,Screen,86610,Plastic,175748.1,1.44,3rdParty,Low,181000.1,2023-11,1,0,77
SUP1480,USA,Frame,94831,Silicon,80375.2,0.85,Internal,Low,76617.7,2022-12,0,0,63
SUP1481,India,Frame,1294,Aluminium,3055.6,2.73,3rdParty,Medium,3683.7,2023-08,0,0,62
SUP1482,Vietnam,Chipset,93103,Aluminium,139188.2,1.11,Internal,High,113955.6,2022-11,0,1,63
SUP1483,Germany,Chipset,30283,Lithium,30335.7,1.09,Internal,Medium,17802.9,2023-02,0,0,95
SUP1484,Germany,Frame,77631,Silicon,71537.0,0.8,3rdParty,High,73256.7,2023-06,0,0,57
SUP1485,USA,Camera,40220,Lithium,63336.0,1.55,3rdParty,Medium,64493.9,2023-03,0,0,56
SUP1486,India,Chipset,61926,Silicon,43503.3,0.86,Hybrid,Medium,61710.3,2024-02,1,0,60
SUP1487,Germany,Camera,3413,Plastic,8916.7,2.13,3rdParty,High,9170.9,2023-01,1,0,93
SUP1488,China,Frame,59703,Glass,24460.8,0.55,Hybrid,Low,47619.8,2023-04,0,1,52
SUP1489,Vietnam,Battery,14777,Glass,58468.4,3.21,Hybrid,Medium,49726.9,2022-09,0,0,59
SUP1490,USA,Chipset,79006,Silicon,217475.5,2.37,Hybrid,High,264752.9,2023-08,0,0,54
SUP1491,China,Battery,25161,Aluminium,25709.8,0.93,Internal,Low,23229.0,2023-06,1,0,95
SUP1492,USA,Frame,60055,Glass,120323.8,2.39,3rdParty,Medium,137187.6,2022-12,1,1,95
SUP1493,India,Camera,11683,Aluminium,39897.6,2.67,3rdParty,Medium,37260.1,2023-07,0,0,96
SUP1494,USA,Battery,1368,Aluminium,2194.8,1.73,3rdParty,High,2525.7,2023-12,0,0,53
SUP1495,Vietnam,Chipset,20276,Lithium,62097.8,2.45,Hybrid,High,81135.8,2022-11,0,0,88
SUP1496,India,Frame,71198,Plastic,137298.0,1.84,Hybrid,High,132149.4,2023-12,1,0,80
SUP1497,Vietnam,Screen,95491,Lithium,158131.9,1.57,3rdParty,Medium,117970.4,2022-09,0,0,63
SUP1498,Germany,Battery,84276,Silicon,251071.7,2.24,Hybrid,Low,221392.7,2022-07,0,0,57
SUP1499,China,Chipset,36418,Aluminium,68098.6,2.58,Hybrid,Low,98425.9,2023-05,0,0,99
SUP1500,India,Battery,82426,Silicon,116988.5,1.4,Hybrid,High,94168.2,2022-10,1,0,88
