Supplier_ID,Country,Sector,Year,Renewable_Energy_%,Emissions_Scope1_tCO2e,Emissions_Scope2_tCO2e,Emissions_Scope3_tCO2e,Data_Confidence,Recycled_Materials_%,Traceability_Score
SUP00074,Thailand,Displays,2023,15,320,640,12731,0.65,2,0.66
SUP00074,Thailand,Displays,2024,9,336,806,11874,0.78,3,0.7
SUP00075,Vietnam,Assembly,2020,27,41,598,10784,0.59,19,0.57
SUP00075,Vietnam,Assembly,2021,25,70,772,10889,0.59,18,0.64
SUP00075,Vietnam,Assembly,2022,33,178,513,10307,0.63,10,0.6
SUP00075,Vietnam,Assembly,2023,24,189,706,10676,0.74,26,0.66
SUP00075,Vietnam,Assembly,2024,25,117,579,10928,0.69,10,0.65
SUP00076,Germany,Assembly,2020,42,113,643,10309,0.8,14,0.8
SUP00076,Germany,Assembly,2021,42,75,518,10303,0.82,23,0.86
SUP00076,Germany,Assembly,2022,38,62,508,9957,0.86,18,0.91
SUP00076,Germany,Assembly,2023,34,41,548,10564,0.71,22,0.8
SUP00076,Germany,Assembly,2024,38,100,658,10754,0.81,20,0.84
SUP00077,Germany,Semiconductors,2020,51,433,1413,14902,0.47,16,0.48
SUP00077,Germany,Semiconductors,2021,51,414,1610,14737,0.46,18,0.47
SUP00077,Germany,Semiconductors,2022,51,297,1128,14671,0.52,4,0.51
SUP00077,Germany,Semiconductors,2023,43,342,1408,15090,0.55,15,0.5
SUP00077,Germany,Semiconductors,2024,48,402,1414,15026,0.51,13,0.5
SUP00078,Brazil,Batteries,2020,69,782,1352,14900,0.87,48,0.89
SUP00078,Brazil,Batteries,2021,74,753,1514,15099,0.81,45,0.77
SUP00078,Brazil,Batteries,2022,74,663,1589,14492,0.76,37,0.73
SUP00078,Brazil,Batteries,2023,69,732,1191,14731,0.89,43,0.81
SUP00078,Brazil,Batteries,2024,67,717,1637,14814,0.82,43,0.78
SUP00079,Thailand,Semiconductors,2020,65,449,1380,14407,0.48,43,0.51
SUP00079,Thailand,Semiconductors,2021,61,358,1522,15515,0.46,35,0.54
SUP00079,Thailand,Semiconductors,2022,64,316,1350,15335,0.55,40,0.54
SUP00079,Thailand,Semiconductors,2023,67,378,1385,15430,0.59,35,0.51
SUP00079,Thailand,Semiconductors,2024,69,446,1465,15554,0.45,44,0.46
SUP00080,China,Semiconductors,2020,15,441,1400,15261,0.9,12,0.78
SUP00080,China,Semiconductors,2021,19,419,1333,14895,0.67,15,0.68
SUP00080,China,Semiconductors,2022,18,429,1283,14415,0.79,17,0.72
SUP00080,China,Semiconductors,2023,17,341,1243,15363,0.69,6,0.72
SUP00080,China,Semiconductors,2024,18,406,1379,15348,0.76,17,0.79
SUP00081,China,Textiles,2020,75,558,934,7267,0.78,29,0.86
SUP00081,China,Textiles,2021,80,603,847,7080,0.88,26,0.87
SUP00081,China,Textiles,2022,77,678,900,7436,0.91,28,0.93
SUP00081,China,Textiles,2023,73,648,977,7286,0.79,31,0.83
SUP00081,China,Textiles,2024,80,678,1047,7358,0.95,25,0.93
SUP00082,Vietnam,Semiconductors,2020,65,453,1269,14884,0.84,27,0.75
SUP00082,Vietnam,Semiconductors,2021,56,418,1457,14815,0.78,30,0.75
SUP00082,Vietnam,Semiconductors,2022,57,411,1489,15083,0.81,34,0.76
SUP00082,Vietnam,Semiconductors,2023,62,316,1429,14893,0.67,21,0.74
SUP00082,Vietnam,Semiconductors,2024,65,419,1332,15115,0.78,26,0.78
SUP00083,Brazil,Batteries,2020,3,796,1588,15076,0.69,21,0.62
SUP00083,Brazil,Batteries,2021,11,797,1468,15084,0.66,36,0.67
SUP00083,Brazil,Batteries,2022,6,734,1456,15236,0.53,22,0.51
SUP00083,Brazil,Batteries,2023,11,754,1390,15321,0.51,26,0.56
SUP00083,Brazil,Batteries,2024,3,825,1280,15575,0.68,21,0.58
SUP00084,India,Semiconductors,2020,71,435,1513,15166,0.8,33,0.74
SUP00084,India,Semiconductors,2021,74,344,1402,14323,0.76,23,0.79
SUP00084,India,Semiconductors,2022,72,470,1235,15256,0.7,33,0.78
SUP00084,India,Semiconductors,2023,70,345,1171,15437,0.67,21,0.69
SUP00084,India,Semiconductors,2024,72,419,1422,14930,0.73,31,0.66
SUP00085,Vietnam,Packaging,2020,51,61,366,3764,0.63,21,0.6
SUP00085,Vietnam,Packaging,2021,57,6,281,3835,0.58,15,0.58
SUP00085,Vietnam,Packaging,2022,50,57,320,4596,0.53,28,0.54
SUP00085,Vietnam,Packaging,2023,57,88,312,3673,0.64,20,0.68
SUP00085,Vietnam,Packaging,2024,56,69,144,3887,0.57,20,0.61
SUP00086,Vietnam,Displays,2020,50,427,734,11679,0.49,8,0.46
SUP00086,Vietnam,Displays,2021,53,319,804,12023,0.49,13,0.55
SUP00086,Vietnam,Displays,2022,52,349,817,12230,0.48,12,0.52
SUP00086,Vietnam,Displays,2023,48,372,860,11822,0.48,17,0.48
SUP00086,Vietnam,Displays,2024,55,314,622,12266,0.44,9,0.48
SUP00087,India,Textiles,2020,6,708,792,6613,0.85,49,0.82
SUP00087,India,Textiles,2021,3,497,864,6789,0.83,56,0.81
SUP00087,India,Textiles,2022,10,552,721,6957,0.8,52,0.81
SUP00087,India,Textiles,2023,7,579,941,6670,0.79,47,0.77
SUP00087,India,Textiles,2024,7,676,742,6981,0.73,47,0.73
SUP00088,Vietnam,Packaging,2020,71,30,219,3977,0.53,39,0.48
SUP00088,Vietnam,Packaging,2021,71,-6,307,3678,0.5,49,0.46
SUP00088,Vietnam,Packaging,2022,67,140,323,4286,0.6,54,0.54
SUP00088,Vietnam,Packaging,2023,68,161,148,4058,0.63,55,0.55
SUP00088,Vietnam,Packaging,2024,65,107,325,4262,0.41,54,0.45
SUP00089,China,Displays,2020,25,318,772,12196,0.41,34,0.4
SUP00089,China,Displays,2021,31,290,678,11228,0.43,38,0.36
SUP00089,China,Displays,2022,24,365,687,12245,0.44,31,0.46
SUP00089,China,Displays,2023,23,252,863,11647,0.27,26,0.38
SUP00089,China,Displays,2024,28,271,839,11908,0.35,41,0.37
SUP00090,Brazil,Displays,2020,49,254,650,11999,0.76,11,0.74
SUP00090,Brazil,Displays,2021,43,238,820,11824,0.67,2,0.66
SUP00090,Brazil,Displays,2022,49,282,807,11766,0.69,5,0.73
SUP00090,Brazil,Displays,2023,43,341,477,11275,0.71,10,0.69
SUP00090,Brazil,Displays,2024,43,322,786,11850,0.71,1,0.75
SUP00091,Thailand,Assembly,2020,67,104,580,10928,0.65,36,0.58
SUP00091,Thailand,Assembly,2021,68,108,418,10104,0.47,33,0.51
SUP00091,Thailand,Assembly,2022,74,108,587,11031,0.59,28,0.57
SUP00091,Thailand,Assembly,2023,74,144,475,10696,0.5,26,0.49
SUP00091,Thailand,Assembly,2024,70,138,437,10271,0.55,34,0.56
SUP00092,India,Semiconductors,2020,69,375,1348,14955,0.82,36,0.83
SUP00092,India,Semiconductors,2021,74,441,1425,15297,0.71,40,0.8
SUP00092,India,Semiconductors,2022,68,413,1299,14569,0.86,31,0.83
SUP00092,India,Semiconductors,2023,65,401,1418,14395,0.75,28,0.83
SUP00092,India,Semiconductors,2024,68,383,1366,15529,0.82,37,0.82
SUP00093,China,Assembly,2020,40,66,498,10242,0.8,25,0.79
SUP00093,China,Assembly,2021,36,210,646,10817,0.93,32,0.89
SUP00093,China,Assembly,2022,39,2,509,10449,0.83,35,0.85
SUP00093,China,Assembly,2023,32,86,589,10506,0.97,26,0.94
SUP00093,China,Assembly,2024,34,5,482,10544,0.81,34,0.89
SUP00094,Thailand,Semiconductors,2020,14,339,1422,14970,0.79,43,0.78
SUP00094,Thailand,Semiconductors,2021,19,457,1248,14596,0.83,52,0.9
SUP00094,Thailand,Semiconductors,2022,18,405,1367,14906,0.81,55,0.85
SUP00094,Thailand,Semiconductors,2023,18,424,1289,15072,0.82,58,0.87
SUP00094,Thailand,Semiconductors,2024,20,408,1321,14982,0.82,46,0.89
SUP00095,Germany,Semiconductors,2020,31,356,1409,14747,0.88,16,0.88
SUP00095,Germany,Semiconductors,2021,28,365,1448,15194,0.82,34,0.84
SUP00095,Germany,Semiconductors,2022,30,311,1284,14775,0.82,19,0.86
SUP00095,Germany,Semiconductors,2023,24,471,1512,15107,0.88,23,0.9
SUP00095,Germany,Semiconductors,2024,27,358,1250,14636,0.9,25,0.91
SUP00096,Brazil,Batteries,2020,62,814,1319,15726,0.76,47,0.74
SUP00096,Brazil,Batteries,2021,55,712,1345,15137,0.79,35,0.78
SUP00096,Brazil,Batteries,2022,57,774,1274,14870,0.77,33,0.73
SUP00096,Brazil,Batteries,2023,61,833,1380,15288,0.83,51,0.8
SUP00096,Brazil,Batteries,2024,59,699,1359,15127,0.58,35,0.63
SUP00097,China,Displays,2020,1,305,679,12104,0.4,36,0.49
SUP00097,China,Displays,2021,0,389,587,11756,0.55,23,0.5
SUP00097,China,Displays,2022,0,297,800,12496,0.48,38,0.49
SUP00097,China,Displays,2023,0,288,695,11907,0.3,40,0.42
SUP00097,China,Displays,2024,0,308,699,11340,0.61,34,0.56
SUP00098,Thailand,Semiconductors,2020,21,417,1480,14972,0.69,61,0.75
SUP00098,Thailand,Semiconductors,2021,21,388,1274,14685,0.58,56,0.66
SUP00098,Thailand,Semiconductors,2022,17,363,1356,14996,0.76,48,0.72
SUP00098,Thailand,Semiconductors,2023,22,359,1177,15155,0.82,47,0.81
SUP00098,Thailand,Semiconductors,2024,18,443,1309,15339,0.76,66,0.7
SUP00099,Vietnam,Textiles,2020,5,686,855,6866,0.9,0,0.86
SUP00099,Vietnam,Textiles,2021,13,563,1047,6666,0.73,2,0.76
SUP00099,Vietnam,Textiles,2022,9,564,765,6800,0.74,0,0.72
SUP00099,Vietnam,Textiles,2023,9,569,762,6929,0.86,10,0.85
SUP00099,Vietnam,Textiles,2024,10,601,947,6718,0.74,7,0.76
SUP00100,Mexico,Batteries,2020,54,768,1361,14507,0.62,54,0.62
SUP00100,Mexico,Batteries,2021,59,746,1398,14912,0.41,50,0.44
SUP00100,Mexico,Batteries,2022,55,726,1164,14589,0.36,58,0.36
SUP00100,Mexico,Batteries,2023,58,703,1222,14813,0.54,47,0.52
SUP00100,Mexico,Batteries,2024,50,718,1547,15085,0.7,50,0.63
SUP00101,Brazil,Batteries,2020,36,793,1426,15099,0.57,18,0.64
SUP00101,Brazil,Batteries,2021,39,771,1382,15070,0.75,12,0.67
SUP00101,Brazil,Batteries,2022,39,768,1277,14903,0.67,24,0.68
SUP00101,Brazil,Batteries,2023,35,732,1527,14813,0.54,18,0.55
SUP00101,Brazil,Batteries,2024,37,714,1499,14891,0.63,11,0.64
SUP00102,Mexico,Displays,2020,46,307,730,12419,0.53,57,0.61
SUP00102,Mexico,Displays,2021,47,220,889,12106,0.8,59,0.72
SUP00102,Mexico,Displays,2022,45,424,946,11920,0.7,53,0.63
SUP00102,Mexico,Displays,2023,47,277,786,11535,0.72,54,0.71
SUP00102,Mexico,Displays,2024,52,340,686,12371,0.64,54,0.62
SUP00103,India,Assembly,2020,70,8,491,10003,0.7,27,0.67
SUP00103,India,Assembly,2021,67,46,546,10509,0.72,26,0.73
SUP00103,India,Assembly,2022,71,110,292,10465,0.78,30,0.78
SUP00103,India,Assembly,2023,71,73,490,10304,0.82,27,0.78
SUP00103,India,Assembly,2024,70,46,579,10798,0.68,29,0.71
SUP00104,Thailand,Batteries,2020,41,806,1433,15084,0.54,33,0.57
SUP00104,Thailand,Batteries,2021,39,711,1493,14723,0.57,47,0.6
SUP00104,Thailand,Batteries,2022,34,698,1424,14531,0.6,40,0.57
SUP00104,Thailand,Batteries,2023,41,829,1409,14443,0.5,41,0.56
SUP00104,Thailand,Batteries,2024,41,763,1322,14876,0.52,45,0.56
SUP00105,USA,Packaging,2020,51,49,89,4202,0.5,49,0.49
SUP00105,USA,Packaging,2021,50,56,299,4117,0.61,32,0.61
SUP00105,USA,Packaging,2022,54,29,381,4392,0.61,34,0.57
SUP00105,USA,Packaging,2023,53,64,302,4018,0.65,32,0.66
SUP00105,USA,Packaging,2024,54,31,252,3733,0.65,51,0.62
SUP00106,Brazil,Packaging,2020,29,52,265,3698,0.78,28,0.74
SUP00106,Brazil,Packaging,2021,38,85,356,3706,0.73,33,0.75
SUP00106,Brazil,Packaging,2022,35,60,424,4063,0.72,33,0.77
SUP00106,Brazil,Packaging,2023,36,77,268,3350,0.71,40,0.73
SUP00106,Brazil,Packaging,2024,33,107,134,3672,0.83,41,0.82
SUP00107,Mexico,Assembly,2020,66,188,544,10862,0.38,27,0.36
SUP00107,Mexico,Assembly,2021,69,150,456,10392,0.29,17,0.34
SUP00107,Mexico,Assembly,2022,66,118,588,10455,0.58,14,0.52
SUP00107,Mexico,Assembly,2023,74,172,580,10408,0.46,25,0.49
SUP00107,Mexico,Assembly,2024,65,71,488,10464,0.4,19,0.4
SUP00108,Thailand,Textiles,2020,75,579,750,7800,0.78,40,0.73
SUP00108,Thailand,Textiles,2021,75,567,838,7570,0.56,40,0.61
SUP00108,Thailand,Textiles,2022,78,623,722,7191,0.53,56,0.54
SUP00108,Thailand,Textiles,2023,77,514,823,7207,0.62,39,0.59
SUP00108,Thailand,Textiles,2024,79,567,851,6211,0.56,54,0.66
SUP00109,Germany,Semiconductors,2020,59,484,1433,14590,0.44,41,0.47
SUP00109,Germany,Semiconductors,2021,65,393,1252,14803,0.48,38,0.47
SUP00109,Germany,Semiconductors,2022,63,355,1314,15003,0.39,41,0.37
SUP00109,Germany,Semiconductors,2023,66,381,1508,14825,0.49,39,0.47
SUP00109,Germany,Semiconductors,2024,66,334,1472,15133,0.39,37,0.3
SUP00110,Vietnam,Displays,2020,63,259,603,12570,0.59,21,0.52
SUP00110,Vietnam,Displays,2021,70,317,775,12078,0.71,16,0.63
SUP00110,Vietnam,Displays,2022,63,351,801,12213,0.64,19,0.61
SUP00110,Vietnam,Displays,2023,66,245,703,11607,0.68,29,0.6
SUP00110,Vietnam,Displays,2024,62,191,723,12170,0.55,13,0.57
SUP00111,India,Batteries,2020,31,740,1416,14983,0.78,24,0.87
SUP00111,India,Batteries,2021,34,666,1288,15068,0.92,12,0.91
SUP00111,India,Batteries,2022,37,721,1436,15137,0.69,25,0.84
SUP00111,India,Batteries,2023,39,767,1295,15171,0.98,12,0.94
SUP00111,India,Batteries,2024,34,744,1203,14967,0.88,16,0.89
SUP00112,USA,Packaging,2020,83,55,398,4005,0.85,22,0.8
SUP00112,USA,Packaging,2021,79,116,382,3513,0.9,18,0.86
SUP00112,USA,Packaging,2022,78,96,0,4139,0.91,21,0.9
SUP00112,USA,Packaging,2023,80,43,301,4070,0.83,19,0.87
SUP00112,USA,Packaging,2024,79,56,-21,3932,0.86,9,0.9
SUP00113,Vietnam,Textiles,2020,5,665,954,6614,0.41,55,0.48
SUP00113,Vietnam,Textiles,2021,13,572,929,6713,0.35,55,0.39
SUP00113,Vietnam,Textiles,2022,4,691,860,6567,0.46,47,0.4
SUP00113,Vietnam,Textiles,2023,11,569,981,7255,0.37,54,0.39
SUP00113,Vietnam,Textiles,2024,12,616,939,7161,0.43,56,0.44
SUP00114,Vietnam,Assembly,2020,38,41,502,10311,0.72,37,0.77
SUP00114,Vietnam,Assembly,2021,34,123,499,10641,0.79,46,0.9
SUP00114,Vietnam,Assembly,2022,35,19,365,10545,0.76,28,0.86
SUP00114,Vietnam,Assembly,2023,29,72,747,10447,0.73,31,0.76
SUP00114,Vietnam,Assembly,2024,36,25,564,10361,0.89,46,0.85
SUP00115,Mexico,Semiconductors,2020,22,379,1273,15239,0.49,43,0.5
SUP00115,Mexico,Semiconductors,2021,28,479,1392,15155,0.45,51,0.43
SUP00115,Mexico,Semiconductors,2022,26,395,1386,14752,0.25,51,0.33
SUP00115,Mexico,Semiconductors,2023,25,328,1390,15730,0.6,44,0.6
SUP00115,Mexico,Semiconductors,2024,21,431,1414,15663,0.43,45,0.45
SUP00116,China,Textiles,2020,50,594,854,6959,0.78,8,0.85
SUP00116,China,Textiles,2021,48,572,861,7241,0.85,15,0.82
SUP00116,China,Textiles,2022,49,651,880,6397,0.78,18,0.78
SUP00116,China,Textiles,2023,56,638,782,7219,0.65,10,0.78
SUP00116,China,Textiles,2024,53,591,860,6824,0.93,14,0.86
SUP00117,Brazil,Assembly,2020,5,153,590,10874,0.59,20,0.59
SUP00117,Brazil,Assembly,2021,8,81,384,10678,0.76,6,0.63
SUP00117,Brazil,Assembly,2022,8,191,442,10704,0.67,10,0.64
SUP00117,Brazil,Assembly,2023,12,26,564,10360,0.63,5,0.62
SUP00117,Brazil,Assembly,2024,5,147,420,10536,0.59,4,0.62
SUP00118,Germany,Batteries,2020,21,703,1411,14711,0.62,19,0.66
SUP00118,Germany,Batteries,2021,22,774,1574,15236,0.68,14,0.67
SUP00118,Germany,Batteries,2022,26,842,1442,15225,0.62,8,0.65
SUP00118,Germany,Batteries,2023,25,657,1239,15128,0.75,7,0.69
SUP00118,Germany,Batteries,2024,24,798,1306,14979,0.72,19,0.72
SUP00119,India,Assembly,2020,44,50,434,10040,0.38,20,0.42
SUP00119,India,Assembly,2021,44,80,616,10162,0.45,17,0.37
SUP00119,India,Assembly,2022,42,193,609,10527,0.47,28,0.42
SUP00119,India,Assembly,2023,42,78,552,10727,0.36,14,0.41
SUP00119,India,Assembly,2024,40,67,482,10237,0.34,18,0.45
SUP00120,Thailand,Semiconductors,2020,57,349,1543,14655,0.38,4,0.42
SUP00120,Thailand,Semiconductors,2021,57,313,1329,14565,0.34,0,0.39
SUP00120,Thailand,Semiconductors,2022,54,388,1301,14958,0.42,5,0.41
SUP00120,Thailand,Semiconductors,2023,53,338,1405,14426,0.49,6,0.45
SUP00120,Thailand,Semiconductors,2024,53,436,1365,15338,0.36,0,0.44
SUP00121,USA,Textiles,2020,26,543,911,6927,0.94,26,0.91
SUP00121,USA,Textiles,2021,22,597,851,7280,0.86,34,0.86
SUP00121,USA,Textiles,2022,31,690,1082,7651,0.91,40,0.87
SUP00121,USA,Textiles,2023,22,560,821,6714,0.74,21,0.77
SUP00121,USA,Textiles,2024,22,633,711,7051,0.78,35,0.82
SUP00122,Brazil,Displays,2020,71,278,696,12007,0.81,12,0.72
SUP00122,Brazil,Displays,2021,76,400,830,11833,0.64,9,0.66
SUP00122,Brazil,Displays,2022,77,420,808,12279,0.56,7,0.57
SUP00122,Brazil,Displays,2023,74,359,769,11970,0.74,3,0.69
SUP00122,Brazil,Displays,2024,73,318,614,12254,0.7,3,0.65
SUP00123,Mexico,Packaging,2020,35,109,396,3615,0.63,31,0.68
SUP00123,Mexico,Packaging,2021,31,108,298,4162,0.68,38,0.67
SUP00123,Mexico,Packaging,2022,32,85,299,4377,0.64,40,0.67
SUP00123,Mexico,Packaging,2023,29,26,225,4142,0.71,26,0.63
SUP00123,Mexico,Packaging,2024,33,43,186,3707,0.71,28,0.63
SUP00124,USA,Batteries,2020,10,748,1458,14022,0.58,31,0.55
SUP00124,USA,Batteries,2021,13,709,1199,14857,0.4,33,0.44
SUP00124,USA,Batteries,2022,6,703,1466,15070,0.41,29,0.49
SUP00124,USA,Batteries,2023,10,734,1385,14454,0.58,18,0.58
SUP00124,USA,Batteries,2024,13,816,1365,15352,0.57,25,0.58
SUP00125,India,Textiles,2020,53,632,995,7091,0.64,28,0.76
SUP00125,India,Textiles,2021,62,588,745,7243,0.5,31,0.6
SUP00125,India,Textiles,2022,60,632,686,6612,0.82,27,0.73
SUP00125,India,Textiles,2023,61,696,713,7439,0.73,24,0.7
SUP00125,India,Textiles,2024,61,695,896,6971,0.75,41,0.69
SUP00126,China,Packaging,2020,43,15,351,3959,0.59,34,0.55
SUP00126,China,Packaging,2021,40,112,152,4222,0.56,35,0.55
SUP00126,China,Packaging,2022,49,44,460,3936,0.54,47,0.53
SUP00126,China,Packaging,2023,43,78,450,3672,0.62,34,0.51
SUP00126,China,Packaging,2024,43,83,402,4013,0.55,37,0.54
SUP00127,Mexico,Packaging,2020,72,111,184,3929,0.69,38,0.7
SUP00127,Mexico,Packaging,2021,75,19,213,3867,0.67,29,0.71
SUP00127,Mexico,Packaging,2022,78,136,11,3707,0.6,28,0.65
SUP00127,Mexico,Packaging,2023,77,140,434,4100,0.64,36,0.66
SUP00127,Mexico,Packaging,2024,80,66,383,3714,0.62,38,0.61
SUP00128,Germany,Batteries,2020,28,709,1338,15586,0.5,32,0.53
SUP00128,Germany,Batteries,2021,29,829,1431,15087,0.5,32,0.55
SUP00128,Germany,Batteries,2022,23,806,1418,14686,0.5,34,0.51
SUP00128,Germany,Batteries,2023,25,748,1500,15023,0.49,44,0.49
SUP00128,Germany,Batteries,2024,29,612,1335,14874,0.54,33,0.47
SUP00129,Germany,Semiconductors,2020,0,418,1494,15045,0.62,17,0.63
SUP00129,Germany,Semiconductors,2021,0,428,1490,15173,0.68,30,0.79
SUP00129,Germany,Semiconductors,2022,0,367,1508,15206,0.72,32,0.74
SUP00129,Germany,Semiconductors,2023,1,417,1397,15296,0.67,14,0.75
SUP00129,Germany,Semiconductors,2024,3,355,1287,15018,0.72,24,0.73
SUP00130,USA,Packaging,2020,6,100,224,4179,0.41,8,0.44
SUP00130,USA,Packaging,2021,10,-20,189,3898,0.38,3,0.4
SUP00130,USA,Packaging,2022,9,-65,188,4127,0.38,1,0.45
SUP00130,USA,Packaging,2023,5,61,433,4133,0.44,1,0.42
SUP00130,USA,Packaging,2024,3,97,345,4436,0.35,16,0.43
SUP00131,USA,Batteries,2020,28,798,1421,15343,0.8,19,0.78
SUP00131,USA,Batteries,2021,26,744,1341,14920,0.7,7,0.78
SUP00131,USA,Batteries,2022,33,657,1320,14916,0.74,13,0.8
SUP00131,USA,Batteries,2023,33,805,1243,14630,0.79,3,0.79
SUP00131,USA,Batteries,2024,33,735,1582,14532,0.77,12,0.77
SUP00132,Mexico,Displays,2020,59,277,699,11689,0.61,14,0.66
SUP00132,Mexico,Displays,2021,55,250,813,12159,0.83,23,0.75
SUP00132,Mexico,Displays,2022,53,318,795,12384,0.77,18,0.77
SUP00132,Mexico,Displays,2023,59,416,640,11635,0.8,13,0.77
SUP00132,Mexico,Displays,2024,53,290,729,11911,0.91,9,0.86
SUP00133,USA,Textiles,2020,5,629,906,7315,0.37,54,0.4
SUP00133,USA,Textiles,2021,0,573,890,7397,0.42,42,0.47
SUP00133,USA,Textiles,2022,4,646,779,6607,0.57,42,0.56
SUP00133,USA,Textiles,2023,1,534,664,7439,0.34,53,0.39
SUP00133,USA,Textiles,2024,0,562,942,7350,0.43,49,0.42
SUP00134,Mexico,Batteries,2020,67,702,1375,14995,0.65,40,0.54
SUP00134,Mexico,Batteries,2021,70,778,1410,15250,0.4,34,0.44
SUP00134,Mexico,Batteries,2022,62,722,1266,15505,0.49,50,0.52
SUP00134,Mexico,Batteries,2023,63,740,1510,15209,0.46,38,0.49
SUP00134,Mexico,Batteries,2024,64,695,1504,14640,0.44,43,0.37
SUP00135,Brazil,Assembly,2020,61,168,523,9592,0.86,6,0.81
SUP00135,Brazil,Assembly,2021,58,161,572,10334,0.84,16,0.93
SUP00135,Brazil,Assembly,2022,60,177,438,10425,0.79,10,0.74
SUP00135,Brazil,Assembly,2023,62,39,492,10556,0.83,15,0.85
SUP00135,Brazil,Assembly,2024,55,96,607,10404,0.82,17,0.78
SUP00136,Germany,Assembly,2020,17,33,346,10110,0.62,11,0.61
SUP00136,Germany,Assembly,2021,13,64,372,10051,0.55,9,0.57
SUP00136,Germany,Assembly,2022,19,134,544,10349,0.78,8,0.69
SUP00136,Germany,Assembly,2023,12,115,492,10342,0.61,22,0.6
SUP00136,Germany,Assembly,2024,16,160,662,10595,0.66,23,0.67
SUP00137,Mexico,Displays,2020,20,329,851,12174,0.68,32,0.74
SUP00137,Mexico,Displays,2021,12,311,550,11892,0.8,34,0.71
SUP00137,Mexico,Displays,2022,19,372,838,12178,0.68,42,0.74
SUP00137,Mexico,Displays,2023,17,388,698,12129,0.75,45,0.78
SUP00137,Mexico,Displays,2024,13,303,547,11565,0.72,47,0.71
SUP00138,India,Packaging,2020,57,-15,259,4020,0.8,39,0.74
SUP00138,India,Packaging,2021,54,31,139,4195,0.68,29,0.7
SUP00138,India,Packaging,2022,52,56,321,3477,0.54,34,0.61
SUP00138,India,Packaging,2023,49,59,213,4375,0.73,38,0.73
SUP00138,India,Packaging,2024,53,21,235,3659,0.63,42,0.61
SUP00139,China,Batteries,2020,10,735,1389,15267,0.62,25,0.65
SUP00139,China,Batteries,2021,12,743,1551,15255,0.75,22,0.69
SUP00139,China,Batteries,2022,5,762,1547,14991,0.58,24,0.57
SUP00139,China,Batteries,2023,12,718,1449,14706,0.58,22,0.64
SUP00139,China,Batteries,2024,6,755,1569,15220,0.63,20,0.66
SUP00140,Brazil,Textiles,2020,52,555,754,7021,0.51,0,0.59
SUP00140,Brazil,Textiles,2021,43,591,847,6930,0.64,3,0.58
SUP00140,Brazil,Textiles,2022,52,547,729,7012,0.64,0,0.6
SUP00140,Brazil,Textiles,2023,47,560,747,7111,0.71,0,0.69
SUP00140,Brazil,Textiles,2024,49,577,755,7167,0.63,3,0.6
SUP00141,Thailand,Semiconductors,2020,28,375,1524,14734,0.4,0,0.41
SUP00141,Thailand,Semiconductors,2021,26,539,1320,15344,0.48,0,0.46
SUP00141,Thailand,Semiconductors,2022,28,381,1562,15076,0.49,4,0.48
SUP00141,Thailand,Semiconductors,2023,28,434,1386,15431,0.6,10,0.56
SUP00141,Thailand,Semiconductors,2024,29,425,1248,15099,0.53,0,0.45
SUP00142,Mexico,Packaging,2020,58,105,103,3429,0.69,57,0.72
SUP00142,Mexico,Packaging,2021,64,37,345,4163,0.7,55,0.69
SUP00142,Mexico,Packaging,2022,61,93,122,4522,0.64,47,0.72
SUP00142,Mexico,Packaging,2023,65,143,340,3437,0.79,56,0.77
SUP00142,Mexico,Packaging,2024,59,93,94,3973,0.78,46,0.75
SUP00143,China,Displays,2020,10,354,765,12052,0.49,47,0.52
SUP00143,China,Displays,2021,3,362,708,11591,0.6,57,0.57
SUP00143,China,Displays,2022,2,338,739,11825,0.65,54,0.69
SUP00143,China,Displays,2023,3,431,703,11775,0.66,62,0.61
SUP00143,China,Displays,2024,8,289,799,11638,0.52,48,0.54
SUP00144,Brazil,Packaging,2020,32,-36,343,4125,0.84,41,0.83
SUP00144,Brazil,Packaging,2021,28,10,421,4584,0.73,32,0.78
SUP00144,Brazil,Packaging,2022,36,168,280,4376,0.75,38,0.77
SUP00144,Brazil,Packaging,2023,36,55,171,4077,0.77,28,0.82
SUP00144,Brazil,Packaging,2024,37,98,308,4373,0.86,32,0.84
SUP00145,Brazil,Packaging,2020,20,112,413,3800,0.78,19,0.78
SUP00145,Brazil,Packaging,2021,22,168,238,3722,0.65,18,0.66
SUP00145,Brazil,Packaging,2022,24,73,127,4051,0.79,15,0.76
SUP00145,Brazil,Packaging,2023,22,-9,64,4280,0.77,26,0.77
SUP00145,Brazil,Packaging,2024,19,104,233,4318,0.73,23,0.85
SUP00146,Vietnam,Textiles,2020,17,634,872,6957,0.91,32,0.95
SUP00146,Vietnam,Textiles,2021,10,558,924,6967,0.84,31,0.83
SUP00146,Vietnam,Textiles,2022,12,564,924,6748,0.87,36,0.83
SUP00146,Vietnam,Textiles,2023,10,539,737,7324,0.92,20,0.88
SUP00146,Vietnam,Textiles,2024,11,613,883,6821,0.89,33,0.86
SUP00147,Germany,Textiles,2020,66,623,768,7019,0.8,40,0.77
SUP00147,Germany,Textiles,2021,67,581,827,6877,0.75,43,0.8
SUP00147,Germany,Textiles,2022,61,590,759,7542,0.91,50,0.85
SUP00147,Germany,Textiles,2023,59,636,840,7309,0.88,45,0.82
SUP00147,Germany,Textiles,2024,64,554,940,6678,0.78,52,0.83
SUP00148,USA,Assembly,2020,12,5,444,11021,0.84,6,0.77
